Subject,Foot,Error_ms
subject5,Left,40.00
subject5,Left,100.00
subject5,Left,20.00
subject5,Left,120.00
subject5,Left,1680.00
subject5,Left,1520.00
subject5,Left,40.00
subject5,Left,1560.00
subject5,Left,1560.00
subject5,Left,100.00
subject5,Left,120.00
subject5,Left,0.00
subject5,Left,60.00
subject5,Left,600.00
subject5,Left,4320.00
subject5,Left,3380.00
subject5,Left,300.00
subject5,Left,300.00
subject5,Left,380.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,280.00
subject5,Left,280.00
subject5,Left,860.00
subject5,Left,160.00
subject5,Left,40.00
subject5,Left,120.00
subject5,Left,500.00
subject5,Left,2880.00
subject5,Left,0.00
subject5,Left,320.00
subject5,Left,140.00
subject5,Left,1060.00
subject5,Left,1880.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,440.00
subject5,Left,120.00
subject5,Left,0.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,1620.00
subject5,Left,1240.00
subject5,Left,140.00
subject5,Left,1400.00
subject5,Left,760.00
subject5,Left,20.00
subject5,Left,20.00
subject5,Left,260.00
subject5,Left,240.00
subject5,Left,40.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,380.00
subject5,Left,0.00
subject5,Left,1680.00
subject5,Left,1680.00
subject5,Left,1620.00
subject5,Left,340.00
subject5,Left,340.00
subject5,Left,520.00
subject5,Left,880.00
subject5,Left,20.00
subject5,Left,80.00
subject5,Left,80.00
subject5,Left,600.00
subject5,Left,4360.00
subject5,Left,4340.00
subject5,Left,1000.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,180.00
subject5,Left,480.00
subject5,Left,180.00
subject5,Left,700.00
subject5,Left,520.00
subject5,Left,420.00
subject5,Left,340.00
subject5,Left,2940.00
subject5,Left,40.00
subject5,Left,60.00
subject5,Left,60.00
subject5,Left,1580.00
subject5,Left,2760.00
subject5,Left,3560.00
subject5,Left,20.00
subject5,Left,360.00
subject5,Left,480.00
subject5,Left,700.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,40.00
subject5,Left,760.00
subject5,Left,40.00
subject5,Left,100.00
subject5,Left,880.00
subject5,Left,1300.00
subject5,Left,620.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,220.00
subject5,Left,40.00
subject5,Left,600.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,120.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,1500.00
subject5,Left,1480.00
subject5,Left,400.00
subject5,Left,60.00
subject5,Left,620.00
subject5,Left,200.00
subject5,Left,2880.00
subject5,Left,3540.00
subject5,Left,140.00
subject5,Left,60.00
subject5,Left,80.00
subject5,Left,100.00
subject5,Left,220.00
subject5,Left,200.00
subject5,Left,760.00
subject5,Left,80.00
subject5,Left,900.00
subject5,Left,940.00
subject5,Left,940.00
subject5,Left,880.00
subject5,Left,300.00
subject5,Left,2880.00
subject5,Left,200.00
subject5,Left,120.00
subject5,Left,60.00
subject5,Left,100.00
subject5,Left,620.00
subject5,Left,180.00
subject5,Left,1320.00
subject5,Left,1760.00
subject5,Left,1720.00
subject5,Left,20.00
subject5,Left,260.00
subject5,Left,420.00
subject5,Left,600.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,0.00
subject5,Left,60.00
subject5,Left,20.00
subject5,Left,200.00
subject5,Left,1360.00
subject5,Left,680.00
subject5,Left,1880.00
subject5,Left,20.00
subject5,Left,80.00
subject5,Left,160.00
subject5,Left,20.00
subject5,Left,380.00
subject5,Left,40.00
subject5,Left,600.00
subject5,Left,240.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,1360.00
subject5,Left,220.00
subject5,Left,100.00
subject5,Left,80.00
subject5,Left,120.00
subject5,Left,2860.00
subject5,Left,5480.00
subject5,Left,3320.00
subject5,Left,320.00
subject5,Left,340.00
subject5,Left,60.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,800.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,400.00
subject5,Left,2960.00
subject5,Left,2720.00
subject5,Left,540.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,120.00
subject5,Left,540.00
subject5,Left,540.00
subject5,Left,100.00
subject5,Left,80.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,3780.00
subject5,Left,540.00
subject5,Left,60.00
subject5,Left,680.00
subject5,Left,1660.00
subject5,Left,1040.00
subject5,Left,60.00
subject5,Left,2060.00
subject5,Left,0.00
subject5,Left,60.00
subject5,Left,220.00
subject5,Left,40.00
subject5,Left,460.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,660.00
subject5,Left,520.00
subject5,Left,120.00
subject5,Left,160.00
subject5,Left,1420.00
subject5,Left,100.00
subject5,Left,480.00
subject5,Left,100.00
subject5,Left,580.00
subject5,Left,1120.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,120.00
subject5,Left,140.00
subject5,Left,60.00
subject5,Left,1020.00
subject5,Left,1040.00
subject5,Left,1040.00
subject5,Left,1060.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,1420.00
subject5,Left,2480.00
subject5,Left,3340.00
subject5,Left,0.00
subject5,Left,160.00
subject5,Left,100.00
subject5,Left,560.00
subject5,Left,560.00
subject5,Left,540.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,40.00
subject5,Left,140.00
subject5,Left,1200.00
subject5,Left,740.00
subject5,Left,1440.00
subject5,Left,80.00
subject5,Left,20.00
subject5,Left,200.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,200.00
subject5,Left,40.00
subject5,Left,80.00
subject5,Left,1360.00
subject5,Left,1360.00
subject5,Left,0.00
subject5,Left,1080.00
subject5,Left,100.00
subject5,Left,400.00
subject5,Left,200.00
subject5,Left,60.00
subject5,Left,80.00
subject5,Left,40.00
subject5,Left,180.00
subject5,Left,420.00
subject5,Left,20.00
subject5,Left,100.00
subject5,Left,20.00
subject5,Left,520.00
subject5,Left,3120.00
subject5,Left,2720.00
subject5,Left,3580.00
subject5,Left,40.00
subject5,Left,1220.00
subject5,Left,140.00
subject5,Left,20.00
subject5,Left,40.00
subject5,Left,60.00
subject5,Left,540.00
subject5,Left,40.00
subject5,Left,40.00
subject5,Left,20.00
subject5,Left,140.00
subject5,Right,300.00
subject5,Right,20.00
subject5,Right,1320.00
subject5,Right,60.00
subject5,Right,140.00
subject5,Right,140.00
subject5,Right,160.00
subject5,Right,140.00
subject5,Right,1240.00
subject5,Right,40.00
subject5,Right,0.00
subject5,Right,40.00
subject5,Right,640.00
subject5,Right,660.00
subject5,Right,280.00
subject5,Right,0.00
subject5,Right,120.00
subject5,Right,100.00
subject5,Right,20.00
subject5,Right,140.00
subject5,Right,160.00
subject5,Right,40.00
subject5,Right,300.00
subject5,Right,40.00
subject5,Right,2020.00
subject5,Right,2100.00
subject5,Right,1820.00
subject5,Right,1760.00
subject5,Right,80.00
subject5,Right,700.00
subject5,Right,100.00
subject5,Right,1160.00
subject5,Right,960.00
subject5,Right,240.00
subject5,Right,120.00
subject5,Right,600.00
subject5,Right,40.00
subject5,Right,540.00
subject5,Right,280.00
subject5,Right,0.00
subject5,Right,380.00
subject5,Right,140.00
subject5,Right,120.00
subject5,Right,180.00
subject5,Right,100.00
subject5,Right,380.00
subject5,Right,0.00
subject5,Right,60.00
subject5,Right,1240.00
subject5,Right,500.00
subject5,Right,540.00
subject5,Right,260.00
subject5,Right,700.00
subject5,Right,460.00
subject5,Right,460.00
subject5,Right,280.00
subject5,Right,60.00
subject5,Right,100.00
subject5,Right,80.00
subject5,Right,100.00
subject5,Right,60.00
subject5,Right,40.00
subject5,Right,260.00
subject5,Right,100.00
subject5,Right,4240.00
subject5,Right,40.00
subject5,Right,640.00
subject5,Right,40.00
subject5,Right,40.00
subject5,Right,80.00
subject5,Right,120.00
subject5,Right,160.00
subject5,Right,80.00
subject5,Right,240.00
subject5,Right,800.00
subject5,Right,40.00
subject5,Right,460.00
subject5,Right,480.00
subject5,Right,380.00
subject5,Right,80.00
subject5,Right,140.00
subject5,Right,180.00
subject5,Right,80.00
subject5,Right,0.00
subject5,Right,280.00
subject5,Right,60.00
subject5,Right,760.00
subject5,Right,740.00
subject5,Right,740.00
subject5,Right,500.00
subject5,Right,280.00
subject5,Right,720.00
subject5,Right,100.00
subject5,Right,100.00
subject5,Right,0.00
subject5,Right,140.00
subject5,Right,20.00
subject5,Right,140.00
subject5,Right,440.00
subject5,Right,480.00
subject5,Right,0.00
subject5,Right,3120.00
subject5,Right,860.00
subject5,Right,140.00
subject5,Right,800.00
subject5,Right,120.00
subject5,Right,1300.00
subject5,Right,1160.00
subject5,Right,220.00
subject5,Right,2700.00
subject5,Right,60.00
subject5,Right,920.00
subject5,Right,40.00
subject5,Right,1180.00
subject5,Right,40.00
subject5,Right,120.00
subject5,Right,140.00
subject5,Right,300.00
subject5,Right,280.00
subject5,Right,80.00
subject5,Right,0.00
subject5,Right,0.00
subject5,Right,40.00
subject5,Right,460.00
subject5,Right,740.00
subject5,Right,360.00
subject5,Right,240.00
subject5,Right,80.00
subject5,Right,160.00
subject5,Right,60.00
subject5,Right,60.00
subject5,Right,20.00
subject5,Right,120.00
subject5,Right,500.00
subject5,Right,480.00
subject5,Right,20.00
subject5,Right,120.00
subject5,Right,80.00
subject5,Right,580.00
subject5,Right,160.00
subject5,Right,40.00
subject5,Right,2880.00
subject5,Right,240.00
subject5,Right,60.00
subject5,Right,500.00
subject5,Right,280.00
subject5,Right,40.00
subject5,Right,160.00
subject5,Right,360.00
subject5,Right,100.00
subject5,Right,220.00
subject5,Right,60.00
subject5,Right,0.00
subject5,Right,20.00
subject5,Right,100.00
subject5,Right,20.00
subject5,Right,640.00
subject5,Right,420.00
subject5,Right,420.00
subject5,Right,640.00
subject5,Right,140.00
subject5,Right,140.00
subject5,Right,60.00
subject5,Right,20.00
subject5,Right,240.00
subject5,Right,100.00
subject5,Right,1580.00
subject5,Right,80.00
subject5,Right,60.00
subject5,Right,100.00
subject5,Right,180.00
subject5,Right,2180.00
subject5,Right,120.00
subject5,Right,2400.00
subject5,Right,1420.00
subject5,Right,520.00
subject5,Right,440.00
subject5,Right,3520.00
subject5,Right,20.00
subject5,Right,1240.00
subject5,Right,20.00
subject5,Right,140.00
subject5,Right,120.00
subject5,Right,420.00
subject5,Right,120.00
subject5,Right,40.00
subject5,Right,40.00
subject5,Right,0.00
subject5,Right,20.00
subject5,Right,480.00
subject5,Right,300.00
subject5,Right,440.00
subject5,Right,40.00
subject5,Right,60.00
subject5,Right,140.00
subject5,Right,60.00
subject5,Right,80.00
subject5,Right,60.00
subject5,Right,500.00
subject5,Right,480.00
subject5,Right,80.00
subject5,Right,20.00
subject5,Right,100.00
subject5,Right,700.00
subject5,Right,0.00
subject5,Right,140.00
subject5,Right,2940.00
subject5,Right,5420.00
subject5,Right,2880.00
subject5,Right,1300.00
subject5,Right,20.00
subject5,Right,1060.00
subject5,Right,80.00
subject5,Right,140.00
subject5,Right,140.00
subject5,Right,240.00
subject5,Right,180.00
subject5,Right,1200.00
subject5,Right,20.00
subject5,Right,0.00
subject5,Right,140.00
subject5,Right,460.00
subject5,Right,420.00
subject5,Right,260.00
subject5,Right,460.00
subject5,Right,140.00
subject5,Right,80.00
subject5,Right,260.00
subject5,Right,120.00
subject5,Right,320.00
subject5,Right,360.00
subject5,Right,40.00
subject5,Right,2300.00
subject5,Right,1640.00
subject5,Right,40.00
subject5,Right,740.00
subject5,Right,740.00
subject5,Right,760.00
subject5,Right,760.00
subject5,Right,100.00
subject5,Right,120.00
subject5,Right,3060.00
subject5,Right,2700.00
subject5,Right,60.00
subject6,Left,140.00
subject6,Left,120.00
subject6,Left,120.00
subject6,Left,60.00
subject6,Left,120.00
subject6,Left,1300.00
subject6,Left,100.00
subject6,Left,60.00
subject6,Left,40.00
subject6,Left,100.00
subject6,Left,320.00
subject6,Left,120.00
subject6,Left,440.00
subject6,Left,220.00
subject6,Left,1020.00
subject6,Left,20.00
subject6,Left,1200.00
subject6,Left,1080.00
subject6,Left,180.00
subject6,Left,140.00
subject6,Left,60.00
subject6,Left,520.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,1120.00
subject6,Left,80.00
subject6,Left,280.00
subject6,Left,100.00
subject6,Left,1200.00
subject6,Left,1240.00
subject6,Left,1240.00
subject6,Left,220.00
subject6,Left,3460.00
subject6,Left,3580.00
subject6,Left,3400.00
subject6,Left,3420.00
subject6,Left,1180.00
subject6,Left,3200.00
subject6,Left,60.00
subject6,Left,60.00
subject6,Left,240.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,80.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,1160.00
subject6,Left,80.00
subject6,Left,140.00
subject6,Left,80.00
subject6,Left,200.00
subject6,Left,140.00
subject6,Left,1320.00
subject6,Left,160.00
subject6,Left,180.00
subject6,Left,140.00
subject6,Left,0.00
subject6,Left,0.00
subject6,Left,20.00
subject6,Left,320.00
subject6,Left,0.00
subject6,Left,600.00
subject6,Left,580.00
subject6,Left,80.00
subject6,Left,1080.00
subject6,Left,800.00
subject6,Left,300.00
subject6,Left,140.00
subject6,Left,60.00
subject6,Left,500.00
subject6,Left,20.00
subject6,Left,80.00
subject6,Left,60.00
subject6,Left,180.00
subject6,Left,20.00
subject6,Left,80.00
subject6,Left,0.00
subject6,Left,120.00
subject6,Left,60.00
subject6,Left,3540.00
subject6,Left,3680.00
subject6,Left,3240.00
subject6,Left,1200.00
subject6,Left,3320.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,80.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,0.00
subject6,Left,100.00
subject6,Left,20.00
subject6,Left,540.00
subject6,Left,40.00
subject6,Left,120.00
subject6,Left,20.00
subject6,Left,220.00
subject6,Left,120.00
subject6,Left,120.00
subject6,Left,140.00
subject6,Left,140.00
subject6,Left,80.00
subject6,Left,360.00
subject6,Left,0.00
subject6,Left,600.00
subject6,Left,40.00
subject6,Left,1100.00
subject6,Left,920.00
subject6,Left,400.00
subject6,Left,160.00
subject6,Left,60.00
subject6,Left,400.00
subject6,Left,0.00
subject6,Left,60.00
subject6,Left,80.00
subject6,Left,180.00
subject6,Left,80.00
subject6,Left,800.00
subject6,Left,80.00
subject6,Left,3060.00
subject6,Left,3340.00
subject6,Left,3400.00
subject6,Left,3280.00
subject6,Left,3120.00
subject6,Left,1180.00
subject6,Left,3040.00
subject6,Left,80.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,0.00
subject6,Left,60.00
subject6,Left,80.00
subject6,Left,40.00
subject6,Left,80.00
subject6,Left,140.00
subject6,Left,80.00
subject6,Left,20.00
subject6,Left,140.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,0.00
subject6,Left,60.00
subject6,Left,540.00
subject6,Left,500.00
subject6,Left,20.00
subject6,Left,1000.00
subject6,Left,20.00
subject6,Left,160.00
subject6,Left,120.00
subject6,Left,20.00
subject6,Left,80.00
subject6,Left,0.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,1140.00
subject6,Left,100.00
subject6,Left,3440.00
subject6,Left,3400.00
subject6,Left,3260.00
subject6,Left,1220.00
subject6,Left,340.00
subject6,Left,80.00
subject6,Left,60.00
subject6,Left,340.00
subject6,Left,180.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,200.00
subject6,Left,160.00
subject6,Left,20.00
subject6,Left,700.00
subject6,Left,700.00
subject6,Left,700.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,220.00
subject6,Left,120.00
subject6,Left,0.00
subject6,Left,40.00
subject6,Left,560.00
subject6,Left,520.00
subject6,Left,60.00
subject6,Left,940.00
subject6,Left,740.00
subject6,Left,620.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,100.00
subject6,Left,20.00
subject6,Left,140.00
subject6,Left,0.00
subject6,Left,140.00
subject6,Left,100.00
subject6,Left,60.00
subject6,Left,60.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,3600.00
subject6,Left,3220.00
subject6,Left,1180.00
subject6,Left,320.00
subject6,Left,0.00
subject6,Left,40.00
subject6,Left,260.00
subject6,Left,140.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,100.00
subject6,Left,60.00
subject6,Left,80.00
subject6,Left,200.00
subject6,Left,80.00
subject6,Left,760.00
subject6,Left,40.00
subject6,Left,200.00
subject6,Left,400.00
subject6,Left,80.00
subject6,Left,20.00
subject6,Left,60.00
subject6,Left,440.00
subject6,Left,660.00
subject6,Left,20.00
subject6,Left,960.00
subject6,Left,300.00
subject6,Left,80.00
subject6,Left,120.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,60.00
subject6,Left,580.00
subject6,Left,100.00
subject6,Left,3460.00
subject6,Left,3280.00
subject6,Left,1320.00
subject6,Left,3120.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,80.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,160.00
subject6,Left,80.00
subject6,Left,740.00
subject6,Left,120.00
subject6,Left,160.00
subject6,Left,380.00
subject6,Left,100.00
subject6,Left,80.00
subject6,Left,40.00
subject6,Left,600.00
subject6,Left,400.00
subject6,Left,0.00
subject6,Left,640.00
subject6,Left,240.00
subject6,Left,120.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,100.00
subject6,Left,40.00
subject6,Left,120.00
subject6,Left,120.00
subject6,Left,100.00
subject6,Left,80.00
subject6,Left,0.00
subject6,Left,160.00
subject6,Left,3260.00
subject6,Left,3300.00
subject6,Left,3120.00
subject6,Left,1140.00
subject6,Left,3060.00
subject6,Left,40.00
subject6,Left,0.00
subject6,Left,400.00
subject6,Left,0.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,100.00
subject6,Left,60.00
subject6,Left,740.00
subject6,Left,140.00
subject6,Left,200.00
subject6,Left,40.00
subject6,Left,140.00
subject6,Left,340.00
subject6,Left,140.00
subject6,Left,600.00
subject6,Left,20.00
subject6,Left,60.00
subject6,Left,1120.00
subject6,Left,360.00
subject6,Left,40.00
subject6,Left,720.00
subject6,Left,0.00
subject6,Left,120.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,100.00
subject6,Left,0.00
subject6,Left,1020.00
subject6,Left,140.00
subject6,Left,2800.00
subject6,Left,3020.00
subject6,Left,2680.00
subject6,Left,880.00
subject6,Left,2740.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,0.00
subject6,Left,80.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,780.00
subject6,Left,140.00
subject6,Left,620.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,100.00
subject6,Left,40.00
subject6,Left,700.00
subject6,Left,560.00
subject6,Left,40.00
subject6,Left,120.00
subject6,Left,1400.00
subject6,Left,220.00
subject6,Left,100.00
subject6,Left,640.00
subject6,Left,700.00
subject6,Left,40.00
subject6,Left,60.00
subject6,Left,1780.00
subject6,Left,520.00
subject6,Left,240.00
subject6,Left,80.00
subject6,Left,1020.00
subject6,Left,540.00
subject6,Left,300.00
subject6,Left,180.00
subject6,Left,40.00
subject6,Left,20.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,160.00
subject6,Left,0.00
subject6,Left,120.00
subject6,Left,0.00
subject6,Left,120.00
subject6,Left,3120.00
subject6,Left,2980.00
subject6,Left,1000.00
subject6,Left,2980.00
subject6,Left,20.00
subject6,Left,20.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,0.00
subject6,Left,20.00
subject6,Left,100.00
subject6,Left,100.00
subject6,Left,120.00
subject6,Left,140.00
subject6,Left,100.00
subject6,Left,140.00
subject6,Left,140.00
subject6,Left,320.00
subject6,Left,140.00
subject6,Left,600.00
subject6,Left,160.00
subject6,Left,60.00
subject6,Left,1400.00
subject6,Left,500.00
subject6,Left,420.00
subject6,Left,100.00
subject6,Left,680.00
subject6,Left,400.00
subject6,Left,20.00
subject6,Left,700.00
subject6,Left,140.00
subject6,Left,580.00
subject6,Left,640.00
subject6,Left,80.00
subject6,Left,440.00
subject6,Left,20.00
subject6,Left,540.00
subject6,Left,220.00
subject6,Left,20.00
subject6,Left,140.00
subject6,Left,0.00
subject6,Left,620.00
subject6,Left,140.00
subject6,Left,3240.00
subject6,Left,2980.00
subject6,Left,1060.00
subject6,Left,320.00
subject6,Left,40.00
subject6,Left,40.00
subject6,Left,0.00
subject6,Left,40.00
subject6,Left,80.00
subject6,Left,760.00
subject6,Left,40.00
subject6,Left,60.00
subject6,Left,20.00
subject6,Left,160.00
subject6,Right,140.00
subject6,Right,1320.00
subject6,Right,200.00
subject6,Right,500.00
subject6,Right,460.00
subject6,Right,60.00
subject6,Right,180.00
subject6,Right,40.00
subject6,Right,140.00
subject6,Right,80.00
subject6,Right,400.00
subject6,Right,260.00
subject6,Right,260.00
subject6,Right,60.00
subject6,Right,460.00
subject6,Right,580.00
subject6,Right,160.00
subject6,Right,40.00
subject6,Right,0.00
subject6,Right,40.00
subject6,Right,20.00
subject6,Right,60.00
subject6,Right,240.00
subject6,Right,20.00
subject6,Right,40.00
subject6,Right,140.00
subject6,Right,2060.00
subject6,Right,2700.00
subject6,Right,0.00
subject6,Right,180.00
subject6,Right,120.00
subject6,Right,100.00
subject6,Right,240.00
subject6,Right,2240.00
subject6,Right,2260.00
subject6,Right,580.00
subject6,Right,2040.00
subject6,Right,200.00
subject6,Right,180.00
subject6,Right,440.00
subject6,Right,40.00
subject6,Right,900.00
subject6,Right,300.00
subject6,Right,0.00
subject6,Right,20.00
subject6,Right,220.00
subject6,Right,480.00
subject6,Right,0.00
subject6,Right,2460.00
subject6,Right,20.00
subject6,Right,40.00
subject6,Right,0.00
subject6,Right,40.00
subject6,Right,40.00
subject6,Right,120.00
subject6,Right,460.00
subject6,Right,480.00
subject6,Right,100.00
subject6,Right,3680.00
subject6,Right,3960.00
subject6,Right,2900.00
subject6,Right,2660.00
subject6,Right,60.00
subject6,Right,160.00
subject6,Right,60.00
subject6,Right,80.00
subject6,Right,2280.00
subject6,Right,4740.00
subject6,Right,3180.00
subject6,Right,80.00
subject6,Right,80.00
subject6,Right,180.00
subject6,Right,180.00
subject6,Right,40.00
subject6,Right,120.00
subject6,Right,100.00
subject6,Right,40.00
subject6,Right,140.00
subject6,Right,440.00
subject6,Right,1880.00
subject6,Right,180.00
subject6,Right,460.00
subject6,Right,700.00
subject6,Right,700.00
subject6,Right,540.00
subject6,Right,80.00
subject6,Right,20.00
subject6,Right,0.00
subject6,Right,80.00
subject6,Right,0.00
subject6,Right,120.00
subject6,Right,40.00
subject6,Right,20.00
subject6,Right,180.00
subject6,Right,80.00
subject6,Right,3380.00
subject6,Right,2260.00
subject6,Right,2440.00
subject6,Right,100.00
subject6,Right,180.00
subject6,Right,60.00
subject6,Right,0.00
subject6,Right,2280.00
subject6,Right,3060.00
subject6,Right,320.00
subject6,Right,160.00
subject6,Right,80.00
subject6,Right,40.00
subject6,Right,120.00
subject6,Right,100.00
subject6,Right,80.00
subject6,Right,20.00
subject6,Right,0.00
subject6,Right,220.00
subject6,Right,620.00
subject6,Right,40.00
subject6,Right,400.00
subject6,Right,700.00
subject6,Right,60.00
subject6,Right,40.00
subject6,Right,0.00
subject6,Right,20.00
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,140.00
subject6,Right,260.00
subject6,Right,1900.00
subject6,Right,2640.00
subject6,Right,0.00
subject6,Right,120.00
subject6,Right,80.00
subject6,Right,20.00
subject6,Right,2380.00
subject6,Right,4860.00
subject6,Right,3420.00
subject6,Right,460.00
subject6,Right,560.00
subject6,Right,340.00
subject6,Right,140.00
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,60.00
subject6,Right,160.00
subject6,Right,60.00
subject6,Right,100.00
subject6,Right,260.00
subject6,Right,1280.00
subject6,Right,500.00
subject6,Right,500.00
subject6,Right,520.00
subject6,Right,60.00
subject6,Right,0.00
subject6,Right,80.00
subject6,Right,40.00
subject6,Right,120.00
subject6,Right,1000.00
subject6,Right,140.00
subject6,Right,120.00
subject6,Right,20.00
subject6,Right,540.00
subject6,Right,1760.00
subject6,Right,1360.00
subject6,Right,60.00
subject6,Right,40.00
subject6,Right,160.00
subject6,Right,80.00
subject6,Right,120.00
subject6,Right,140.00
subject6,Right,2100.00
subject6,Right,520.00
subject6,Right,2100.00
subject6,Right,120.00
subject6,Right,120.00
subject6,Right,60.00
subject6,Right,200.00
subject6,Right,120.00
subject6,Right,0.00
subject6,Right,40.00
subject6,Right,0.00
subject6,Right,40.00
subject6,Right,20.00
subject6,Right,420.00
subject6,Right,1960.00
subject6,Right,500.00
subject6,Right,480.00
subject6,Right,480.00
subject6,Right,380.00
subject6,Right,120.00
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,20.00
subject6,Right,0.00
subject6,Right,20.00
subject6,Right,100.00
subject6,Right,80.00
subject6,Right,2140.00
subject6,Right,2440.00
subject6,Right,100.00
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,80.00
subject6,Right,0.00
subject6,Right,2000.00
subject6,Right,3200.00
subject6,Right,440.00
subject6,Right,240.00
subject6,Right,20.00
subject6,Right,100.00
subject6,Right,320.00
subject6,Right,220.00
subject6,Right,0.00
subject6,Right,260.00
subject6,Right,100.00
subject6,Right,200.00
subject6,Right,1600.00
subject6,Right,0.00
subject6,Right,1380.00
subject6,Right,440.00
subject6,Right,200.00
subject6,Right,20.00
subject6,Right,160.00
subject6,Right,80.00
subject6,Right,80.00
subject6,Right,140.00
subject6,Right,1420.00
subject6,Right,1340.00
subject6,Right,60.00
subject6,Right,120.00
subject6,Right,140.00
subject6,Right,260.00
subject6,Right,120.00
subject6,Right,100.00
subject6,Right,2260.00
subject6,Right,2560.00
subject6,Right,840.00
subject6,Right,200.00
subject6,Right,20.00
subject6,Right,0.00
subject6,Right,20.00
subject6,Right,320.00
subject6,Right,40.00
subject6,Right,20.00
subject6,Right,800.00
subject6,Right,500.00
subject6,Right,140.00
subject6,Right,880.00
subject6,Right,440.00
subject6,Right,380.00
subject6,Right,380.00
subject6,Right,220.00
subject6,Right,40.00
subject6,Right,0.00
subject6,Right,60.00
subject6,Right,20.00
subject6,Right,40.00
subject6,Right,40.00
subject6,Right,1620.00
subject6,Right,2180.00
subject6,Right,840.00
subject6,Right,840.00
subject6,Right,0.00
subject6,Right,60.00
subject6,Right,200.00
subject6,Right,220.00
subject6,Right,80.00
subject6,Right,880.00
subject6,Right,160.00
subject6,Right,960.00
subject6,Right,140.00
subject6,Right,20.00
subject6,Right,80.00
subject6,Right,480.00
subject6,Right,120.00
subject6,Right,400.00
subject6,Right,20.00
subject6,Right,500.00
subject6,Right,240.00
subject6,Right,480.00
subject6,Right,40.00
subject6,Right,20.00
subject6,Right,720.00
subject6,Right,540.00
subject6,Right,680.00
subject6,Right,360.00
subject6,Right,240.00
subject6,Right,20.00
subject6,Right,60.00
subject6,Right,100.00
subject6,Right,40.00
subject6,Right,80.00
subject6,Right,80.00
subject6,Right,1560.00
subject6,Right,1420.00
subject6,Right,20.00
subject6,Right,200.00
subject6,Right,20.00
subject6,Right,80.00
subject6,Right,2120.00
subject6,Right,2500.00
subject6,Right,280.00
subject6,Right,200.00
